Company_Code,Company_Name,Article_Title,Article_Date,Sentiment_Score,Sentiment_Class,Positive_Score,Negative_Score,Neutral_Score,ESG_Relevance_Score,Is_ESG_Relevant,Matched_ESG_Keywords,Matched_Non_ESG_Keywords,Analysis_Date
TECHM,Tech Mahindra,"Stocks to Watch Today: Emcure Pharma, Bajaj Finance, Bandhan Bank, Marico, Sterling Powergensys, Piramal Pharma, Godavari Biorefineries in focus on 4 July Let's catch up on the latest news from the st",2025-07-04,0.9976,Positive,0.084,0.027,0.889,1,True,penalty,,2026-09-03
TECHM,Tech Mahindra,"Buy, hold or sell? Analysts revise IT calls amid headcount woes, AI, disappointing Q1 India’s top IT services companies saw a shift in brokerage sentiment following their June-quarter earnings, amid m",2025-07-30,0.9669,Positive,0.091,0.074,0.835,1,True,"sustainable, environment",brokerage,2026-09-03
TECHM,Tech Mahindra,Retail investors bet big on turnaround stories in hopes of a jackpot India’s retail investors seem to be undergoing a strategic pivot—turning away from legacy giants in IT and increasingly flocking to,2025-06-18,0.9982,Positive,0.165,0.017,0.818,2,True,"renewable, safety",,2026-09-03
TECHM,Tech Mahindra,"How TCS, Infosys, HCLTech, Wipro and Tech Mahindra fared in Q1FY26 The first quarter of fiscal FY26 was a mixed bag for the top five Indian IT majors - Tata Consultancy Services (TCS), Infosys, HCLTec",2025-07-25,0.9994,Positive,0.14,0.035,0.824,1,True,environment,,2026-09-03
TECHM,Tech Mahindra,"Stocks to Watch Today: Tata Consumer Products, BPCL, Adani Green Energy, Panacea Biotec, Thyrocare, Bajaj Housing, LTIMindtree in focus on 24 April Let's catch up on the latest news from the stock mar",2025-04-24,0.9989,Positive,0.14,0.026,0.835,2,True,"renewable, green energy",,2026-09-03
TECHM,Tech Mahindra,"Stocks to Watch Today: Tech Mahindra, Angel One, Ixigo, Maruti Suzuki, Godrej Properties, Hindustan Zinc, Zydus Life, Smartworks in focus on 17 July Let's catch up on the latest news from the stock ma",2025-07-17,0.9953,Positive,0.106,0.025,0.869,1,True,renewable,,2026-09-03
LTIM,LTIMindtree,"Stocks to Watch Today: ITC, Sun Pharma, IndusInd Bank, Honasa Consumer, MTAR Tech, Metro Brands, Power Mech, Bharat Electronics in focus on 23 May Let's catch up on the latest news from the stock mark",2025-05-23,0.9987,Positive,0.103,0.022,0.875,1,True,"renewable, green energy",sensex,2026-09-03
LTIM,LTIMindtree,"Stocks to Watch Today: Wipro, Axis Bank, LTIMindtree, Indian Hotels, Lupin, Tracxn Tech, Capital SFB, Veranda Learning, IndoStar in focus on 18 July Let's catch up on the latest news from the stock ma",2025-07-18,0.9991,Positive,0.119,0.013,0.868,1,True,labor,,2026-09-03
LTIM,LTIMindtree,"Stocks to Watch Today: ITC, Hindustan Aeronautics, NCC, EIL, HBL Engineering, Power Mech Projects, Prestige Estates, Desco Infratech in focus on 1 April Let's catch up on the latest news from the stoc",2025-04-01,0.9998,Positive,0.128,0.013,0.859,4,True,"water, renewable, environment, penalty",,2026-09-03
LTIM,LTIMindtree,UltraTech plans extensive capex for India Cements to boost efficiency Aditya Birla Group-owned UltraTech Cement's management said in its post-earnings call with investors that it has planned a wide-re,2025-07-21,0.9207,Positive,0.076,0.032,0.892,3,True,"carbon, waste, renewable",,2026-09-03
LTIM,LTIMindtree,"Stocks to Watch Today: Tata Consumer Products, BPCL, Adani Green Energy, Panacea Biotec, Thyrocare, Bajaj Housing, LTIMindtree in focus on 24 April Let's catch up on the latest news from the stock mar",2025-04-24,0.9989,Positive,0.14,0.026,0.835,2,True,"renewable, green energy",,2026-09-03
LTIM,LTIMindtree,"Stocks to Watch Today: Tech Mahindra, Angel One, Ixigo, Maruti Suzuki, Godrej Properties, Hindustan Zinc, Zydus Life, Smartworks in focus on 17 July Let's catch up on the latest news from the stock ma",2025-07-17,0.9953,Positive,0.106,0.025,0.869,1,True,renewable,,2026-09-03
LTIM,LTIMindtree,"Stocks to Watch Today: NCC, Welspun Enterprises, Waaree Renewable, Prism Johnson, SIS, Ashoka Buildcon, Advait Energy Transitions in focus on 26 March Let's catch up on the latest news from the stock ",2025-03-26,0.9991,Positive,0.104,0.011,0.884,4,True,"water, renewable, green energy, labor",,2026-09-03
LTIM,LTIMindtree,"Stocks to Watch Today: Welspun Corp, NCC, Mahindra and Mahindra, Dr Reddys, Alembic Pharma, Godrej Properties, DAM Capital in focus on 24 March Let's catch up on the latest news from the stock market.",2025-03-23,0.9989,Positive,0.085,0.017,0.898,4,True,"green energy, labor, compliance, penalty",,2026-09-03
LTIM,LTIMindtree,Solar stocks shine as analysts see real export potential alongside strong domestic growth The recent US-China agreement to ease tariffs may have dampened hopes of Indian solar equipment exporters look,2025-05-14,0.9997,Positive,0.228,0.011,0.761,1,True,"renewable, green energy",share price,2026-09-03
LTIM,LTIMindtree,"Stocks to Watch Today: HCL Tech, Ashoka Buildcon, PNC Infratech, Airtel, Bharat Forge, Cyient DLM, M&M Financial, RBL Bank in focus on 23 April Let's catch up on the latest news from the stock market.",2025-04-23,0.9978,Positive,0.113,0.022,0.865,2,True,"carbon, water",,2026-09-03
LTIM,LTIMindtree,"Vedanta Sells 1.6% Equity Stake in Hindustan Zinc for Rs 3,028 Cr to Cut Debt       Vedanta Limited on June 18, 2025, announced the sale of a 1.6% stake in its subsidiary, Hindustan Zinc Limited (HZL)",2025-06-18,0.9991,Positive,0.169,0.039,0.792,7,True,"emission, emissions, sustainable, climate, environment, esg, governance",,2026-09-03
LTIM,LTIMindtree,This deal will hopefully inspire other companies to invest more in innovation: Glenn Saldanha Mumbai-based drugmaker Glenmark Pharmaceuticals announced on July 10 one of the largest global licensing d,2025-07-15,0.9993,Positive,0.133,0.047,0.82,1,True,emission,,2026-09-03
LTIM,LTIMindtree,"IREDA moves to file bankruptcy against Gensol Engineering over alleged fraud Indian Renewable Energy Development Agency (IREDA), one of two public sector lenders that had loaned money to scam-hit Gens",2025-05-14,-0.8203,Negative,0.044,0.061,0.895,1,True,renewable,,2026-09-03
LTIM,LTIMindtree,"Stocks to Watch Today: Cipla, Delta Corp, Kotak Bank, JM Financial, Berger Paints, Amara Raja Energy in focus on 21 February Let's catch up on the latest news from the stock market. From significant i",2025-02-21,0.9987,Positive,0.101,0.008,0.891,4,True,"carbon, water, green energy, labor",,2026-09-03
LTIM,LTIMindtree,"Deepak Nitrite announces Rs 3,500 crore major capex to boost supply chain as demand for speciality chemicals swells Speciality chemicals player Deepak Nitrite's subsidiary Deepak Chem Tech will be inv",2025-04-10,0.9832,Positive,0.086,0.022,0.893,2,True,"carbon, labor",,2026-09-03
LTIM,LTIMindtree,Gensol and BluSmart promoter Anmol Singh Jaggi diverted EV loans to purchase a DLF Camellias flat: SEBI Gensol Engineering Ltd promoters Anmol and Puneet Singh Jaggi allegedly diverted loans meant for,2025-04-16,0.9022,Positive,0.025,0.006,0.969,1,True,governance,,2026-09-03
LTIM,LTIMindtree,IREDA files second bankruptcy case against Gensol Engineering over alleged fraud Indian Renewable Energy Development Agency (IREDA) on Friday said it has filed a second bankruptcy application against ,2025-05-16,0.5574,Positive,0.06,0.054,0.887,1,True,"renewable, governance",share price,2026-09-03
LTIM,LTIMindtree,"Lupin Inks Pact with Sino Universal Pharma for Tiotropium DPI in China Market       Global pharmaceutical major Lupin Limited (Lupin) on June 16, 2025, announced a significant move to expand its prese",2025-06-16,0.9995,Positive,0.182,0.024,0.795,1,True,labor,,2026-09-03
MPHASIS,Mphasis,"Stocks to Watch Today: Infosys, Dr Reddys Labs, Tata Consumer, Cigniti, Force Motors, Natco Pharma, IndusInd Bank, BEML, Tilaknagar Ind in focus on 24 July Let's catch up on the latest news from the s",2025-07-24,0.9991,Positive,0.121,0.013,0.865,1,True,labor,,2026-09-03
MPHASIS,Mphasis,"Stocks to Watch Today: Crizac, 5paisa Capital, Tata Motors, Synergy Green, Puravankara, India Shelter Finance, CAMS in focus on 9 July Let's catch up on the latest news from the stock market. From sig",2025-07-09,0.9939,Positive,0.09,0.025,0.885,1,True,green energy,,2026-09-03
MPHASIS,Mphasis,"Stocks to Watch Today: Tata Consumer Products, BPCL, Adani Green Energy, Panacea Biotec, Thyrocare, Bajaj Housing, LTIMindtree in focus on 24 April Let's catch up on the latest news from the stock mar",2025-04-24,0.9989,Positive,0.14,0.026,0.835,2,True,"renewable, green energy",,2026-09-03
MPHASIS,Mphasis,"Stocks to Watch Today: IREDA, Bajaj Finserv, Ashoka Buildcon, Praj Industries, JSW Energy, Coal India, Imagicaaworld Entertainment, 3B Films in focus on 6 June Let's catch up on the latest news from t",2025-06-06,0.9985,Positive,0.111,0.01,0.879,3,True,"water, renewable, green energy",,2026-09-03
MPHASIS,Mphasis,"Dr Reddy’s projects double-digit FY26 growth, eyes resuming manufacturing across US Dr. Reddy's Laboratories Q4 FY25 earnings showed positive momentum amid analysts' expectations of muted Q4FY25 earni",2025-05-09,0.9967,Positive,0.146,0.035,0.819,1,True,labor,,2026-09-03
MPHASIS,Mphasis,"Defence shares rise as Pentagon says India, US to ink 10-year defence framework Defence shares rose on July 3 after Pentagon said Defence Minister Rajnath Singh and his American counterpart Pete Hegse",2025-07-03,0.9807,Positive,0.132,0.022,0.847,1,True,labor,,2026-09-03
MPHASIS,Mphasis,SAIL Appoints Pranoy Roy as Independent Director for Three Years   Steel Authority of India Limited (SAIL) has announced the appointment of Pranoy Roy as an Independent Director on its Board of Direct,2025-07-10,0.9946,Positive,0.1,0.006,0.894,4,True,"environment, governance, compliance, csr",,2026-09-03
PERSISTENT,Persistent Systems,"Stocks to Watch Today: Infosys, Dr Reddys Labs, Tata Consumer, Cigniti, Force Motors, Natco Pharma, IndusInd Bank, BEML, Tilaknagar Ind in focus on 24 July Let's catch up on the latest news from the s",2025-07-24,0.9991,Positive,0.121,0.013,0.865,1,True,labor,,2026-09-03
PERSISTENT,Persistent Systems,Chartist Talks: Sudeep Shah of SBI Securities bullish on these 4 stocks; sees strength in IndusInd Bank but recommends avoiding Sudeep Shah of SBI Securities bullish on Indian Oil Corporation and DLF ,2025-05-03,0.9995,Positive,0.159,0.029,0.812,1,True,"sustainable, governance",nifty,2026-09-03
PERSISTENT,Persistent Systems,"Buy, hold or sell? Analysts revise IT calls amid headcount woes, AI, disappointing Q1 India’s top IT services companies saw a shift in brokerage sentiment following their June-quarter earnings, amid m",2025-07-30,0.9669,Positive,0.091,0.074,0.835,1,True,"sustainable, environment",brokerage,2026-09-03
PERSISTENT,Persistent Systems,"Stocks to Watch Today: Tata Consumer Products, BPCL, Adani Green Energy, Panacea Biotec, Thyrocare, Bajaj Housing, LTIMindtree in focus on 24 April Let's catch up on the latest news from the stock mar",2025-04-24,0.9989,Positive,0.14,0.026,0.835,2,True,"renewable, green energy",,2026-09-03
PERSISTENT,Persistent Systems,"Stocks to Watch Today: Zydus Lifesciences, Ashoka Buildcon, Nureca, Cyient, Ahluwalia Contracts, Transrail Lighting, Swiggy in focus on 15 April Let's catch up on the latest news from the stock market",2025-04-15,0.9974,Positive,0.079,0.013,0.909,1,True,renewable,,2026-09-03
PERSISTENT,Persistent Systems,"Stocks to Watch Today: DMart, NCC, Kolte Patil, VIP Industries, Sula Vineyards, Wockhardt, Akzo Nobel, Gland Pharma, Travel Food Services in focus on 14 July Let's catch up on the latest news from the",2025-07-14,0.998,Positive,0.107,0.012,0.881,1,True,compliance,,2026-09-03
PERSISTENT,Persistent Systems,"Laxmi Organic Industries Submits FY25 Annual Report, Announces ₹1,100 Crore Strategic Investment   Laxmi Organic Industries Ltd. has officially submitted its Annual Report for the financial year ended",2025-07-10,0.9988,Positive,0.157,0.008,0.835,4,True,"sustainability, sustainable, environment, labor",,2026-09-03
PERSISTENT,Persistent Systems,"Stocks to Watch Today: Paytm, Lodha Developers, Oberoi Realty, Kirloskar Ferrous, KEI Industries, JSW Infra, Alpex Solar, Monika Alcobev in focus on 23 July Let's catch up on the latest news from the ",2025-07-23,0.9932,Positive,0.088,0.035,0.876,3,True,"water, labor, penalty",,2026-09-03
COFORGE,Coforge,"Stocks to Watch Today: ITC, Sun Pharma, IndusInd Bank, Honasa Consumer, MTAR Tech, Metro Brands, Power Mech, Bharat Electronics in focus on 23 May Let's catch up on the latest news from the stock mark",2025-05-23,0.9987,Positive,0.103,0.022,0.875,1,True,"renewable, green energy",sensex,2026-09-03
COFORGE,Coforge,"Stocks to Watch Today: Tata Motors, Paytm, TVS Motor, NLC India, Piramal Enterprises, International Gemmological Institute, M&M in focus on 3 March Let's catch up on the latest news from the stock mar",2025-03-03,0.9982,Positive,0.079,0.017,0.904,1,True,penalty,,2026-09-03
COFORGE,Coforge,"Stocks to Watch Today: Larsen and Toubro, Britannia, Titan, Venus Pipes, Paytm, Suzlon, Lupin, Union Bank, Kalyan Jewellers in focus on 9 May Let's catch up on the latest news from the stock market. F",2025-05-09,0.9987,Positive,0.117,0.017,0.866,2,True,"renewable, labor",,2026-09-03
COFORGE,Coforge,"Stocks to Watch Today: SBI, Kotak Mahindra Bank, Marico, Indian Bank, RR Kabel, AU SFB, Azad Engineering, IRCON, Concord Biotech in focus on 5 May Let's catch up on the latest news from the stock mark",2025-05-05,0.9991,Positive,0.109,0.019,0.872,2,True,"renewable, violation",,2026-09-03
COFORGE,Coforge,"Stocks to Watch Today: Indian Hotels, CCL Products, DCM Shriram, Ather Energy, Senores Pharma, Paras Defence, Glenmark in focus on 6 May Let's catch up on the latest news from the stock market. From s",2025-05-06,0.9984,Positive,0.121,0.018,0.861,1,True,penalty,,2026-09-03
COFORGE,Coforge,"Buy, hold or sell? Analysts revise IT calls amid headcount woes, AI, disappointing Q1 India’s top IT services companies saw a shift in brokerage sentiment following their June-quarter earnings, amid m",2025-07-30,0.9669,Positive,0.091,0.074,0.835,1,True,"sustainable, environment",brokerage,2026-09-03
COFORGE,Coforge,"Stocks to Watch Today: Biocon, Coforge, GE Vernova, Power Grid, JSW Energy, Welspun Specialty, Rail Vikas Nigam in focus on 5 March Let's catch up on the latest news from the stock market. From signif",2025-03-05,0.9985,Positive,0.12,0.009,0.87,1,True,renewable,,2026-09-03
COFORGE,Coforge,"Stocks to Watch Today: KPI Green, Tata Power, Adani Green, Airtel, Waaree Energies, UltraTech Cement, Ceigall India, Mastek in focus on 27 February Let's catch up on the latest news from the stock mar",2025-02-27,0.9979,Positive,0.083,0.016,0.901,6,True,"renewable, environment, green energy, labor, penalty, violation",,2026-09-03
COFORGE,Coforge,"Stocks to Watch Today: Wipro, HDFC Bank, Alkem Labs, Aditya Birla Fashion, Indegene, Tata Technologies, Servotech, Scoda Tubes in focus on 4 June Let's catch up on the latest news from the stock marke",2025-06-04,0.9993,Positive,0.138,0.019,0.843,4,True,"renewable, sustainable, labor, governance",,2026-09-03
COFORGE,Coforge,"Stocks to Watch Today: Paytm, Lodha Developers, Oberoi Realty, Kirloskar Ferrous, KEI Industries, JSW Infra, Alpex Solar, Monika Alcobev in focus on 23 July Let's catch up on the latest news from the ",2025-07-23,0.9932,Positive,0.088,0.035,0.876,3,True,"water, labor, penalty",,2026-09-03
LTTS,L&T Technology Services,"Stocks to Watch Today: Wipro, HDFC Bank, Alkem Labs, Aditya Birla Fashion, Indegene, Tata Technologies, Servotech, Scoda Tubes in focus on 4 June Let's catch up on the latest news from the stock marke",2025-06-04,0.9993,Positive,0.138,0.019,0.843,4,True,"renewable, sustainable, labor, governance",,2026-09-03
TATAELXSI,Tata Elxsi,"Stocks to Watch Today: Infosys, ICICI Bank, HDFC Bank, HDFC Life, NIIT, ABB India, Tata Elxsi, Just Dial, TCS in focus on 21 April Let's catch up on the latest news from the stock market. From signifi",2025-04-21,0.9985,Positive,0.115,0.018,0.868,1,True,labor,,2026-09-03
TATAELXSI,Tata Elxsi,Sell Tata Elxsi; target of Rs 4420: ICICI Securities ICICI Securities research report on Tata Elxsi  TATA Elxsi (TELX) reported a disappointing print vs I-Sec’s already muted estimates. Q1FY26 marks t,2025-07-11,0.6249,Positive,0.083,0.064,0.853,1,True,environment,,2026-09-03
TATAELXSI,Tata Elxsi,"Stocks to Watch Today: Hero MotoCorp, Zydus Life, Lupin, Sonata Software, Dalmia Bharat, Paytm, Infosys, Angel One, Wipro in focus on 17 April Let's catch up on the latest news from the stock market. ",2025-04-17,0.9984,Positive,0.094,0.015,0.891,3,True,"renewable, green energy, labor",,2026-09-03
TATAELXSI,Tata Elxsi,"Stocks to Watch Today: TCS, Cryogenic OGS, Embassy REIT, Indosolar, Enviro Infra Engineers, Emcure Pharma, HCL Technologies, Crizac in focus on 10 July Let's catch up on the latest news from the stock",2025-07-10,0.9966,Positive,0.114,0.012,0.874,2,True,"renewable, labor",,2026-09-03
TATAELXSI,Tata Elxsi,"Stocks to Watch Today: TCS, Tata Elxsi, Anand Rathi, IREDA, Hindustan Unilever, Glenmark Pharma, Aegis Logistics, Meta Infotech in focus on 11 July Let's catch up on the latest news from the stock mar",2025-07-11,0.9979,Positive,0.122,0.017,0.861,1,True,renewable,,2026-09-03
TATAELXSI,Tata Elxsi,"Stocks to Watch Today: Zydus Lifesciences, Tata Elxsi, Abbott India, ESAF Small Finance Bank, Siemens Energy, Aegis Vopak, IKS Health, Vodafone in focus on 19 June Let's catch up on the latest news fr",2025-06-19,0.9943,Positive,0.095,0.015,0.89,3,True,"carbon, renewable, safety",,2026-09-03
TATAELXSI,Tata Elxsi,"Stocks to Watch Today: HCL Tech, Ashoka Buildcon, PNC Infratech, Airtel, Bharat Forge, Cyient DLM, M&M Financial, RBL Bank in focus on 23 April Let's catch up on the latest news from the stock market.",2025-04-23,0.9978,Positive,0.113,0.022,0.865,2,True,"carbon, water",,2026-09-03
TATAELXSI,Tata Elxsi,"Stocks to Watch Today: Aditya Birla Capital, Sonata Software, Wipro, Kaynes Technology, CreditAccess Grameen, Reliance Infrastructure in focus on 11 June Let's catch up on the latest news from the sto",2025-06-11,0.998,Positive,0.107,0.02,0.873,2,True,"renewable, labor",,2026-09-03
OFSS,Oracle Financial Services Software,"Stocks to Watch Today: Axis Bank, Tech Mahindra, L&T Tech, Macrotech Developers, Cyient, IEX, Container Corporation in focus on 25 April Let's catch up on the latest news from the stock market. From s",2025-04-25,0.9973,Positive,0.107,0.025,0.868,1,True,labor,,2026-09-03
OFSS,Oracle Financial Services Software,"Stocks to Watch Today: Infosys, Dr Reddys Labs, Tata Consumer, Cigniti, Force Motors, Natco Pharma, IndusInd Bank, BEML, Tilaknagar Ind in focus on 24 July Let's catch up on the latest news from the s",2025-07-24,0.9991,Positive,0.121,0.013,0.865,1,True,labor,,2026-09-03
OFSS,Oracle Financial Services Software,"Stocks to Watch Today: Bharti Airtel, Kfin Technologies, Nazara Tech, Dabur, Blue Star, Voltas, Symphony, United Breweries, Coal India in focus on 8 May Let's catch up on the latest news from the stoc",2025-05-08,0.9978,Positive,0.117,0.019,0.864,1,True,renewable,,2026-09-03
OFSS,Oracle Financial Services Software,"Stocks to Watch Today: Wipro, BSE, JB Chemicals, Max Financial, Bharat Forge, Sterlite Tech, NBCC, Torrent Power, UPL in focus on 27 March Let's catch up on the latest news from the stock market. From",2025-03-27,0.9983,Positive,0.104,0.029,0.867,4,True,"renewable, green energy, compliance, penalty",,2026-09-03
KPITTECH,KPIT Technologies,"Stocks to Watch Today: Kotak Bank, CDSL, Balkrishna Ind, Orient Cement, Tata Chemicals, Poonawalla Fincorp, VA Tech Wabag, RITES in focus on 28 July Let's catch up on the latest news from the stock ma",2025-07-28,0.9992,Positive,0.119,0.022,0.859,4,True,"waste, water, green energy, labor",,2026-09-03
KPITTECH,KPIT Technologies,"Stocks to Watch Today: Indiqube Spaces, GNG Electronics, Dilip Buildcon, GMR Airports, Ask Automotive, GE Vernova, IGI India, L&T in focus on 30 July Let's catch up on the latest news from the stock m",2025-07-30,0.9978,Positive,0.108,0.011,0.881,1,True,labor,,2026-09-03
KPITTECH,KPIT Technologies,"Stocks to Watch Today: Reliance Industries, IDFC First Bank, Tata Tech, Tejas Networks, India Cements, IGL, Biocon, Zydus Life in focus on 28 April Let's catch up on the latest news from the stock mar",2025-04-28,0.9989,Positive,0.102,0.013,0.886,1,True,green energy,,2026-09-03
KPITTECH,KPIT Technologies,"Stocks to Watch Today: IndusInd Bank, Brigade, Maharashtra Seamless, GR Infraprojects, Shilpa Medicare, Alkem Labs, KEC International in focus on 17 March Let's catch up on the latest news from the st",2025-03-17,0.9978,Positive,0.096,0.015,0.889,2,True,"labor, compliance",,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: Titan Company, Bharat Electronics, KPI Green Energy, M&M, Brigade Enterprises, Lemon Tree Hotels in focus on 8 April Let's catch up on the latest news from the stock market. Fro",2025-04-08,0.9952,Positive,0.123,0.018,0.859,1,True,green energy,,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: Axis Bank, Tech Mahindra, L&T Tech, Macrotech Developers, Cyient, IEX, Container Corporation in focus on 25 April Let's catch up on the latest news from the stock market. From s",2025-04-25,0.9973,Positive,0.107,0.025,0.868,1,True,labor,,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: Infosys, Dr Reddys Labs, Tata Consumer, Cigniti, Force Motors, Natco Pharma, IndusInd Bank, BEML, Tilaknagar Ind in focus on 24 July Let's catch up on the latest news from the s",2025-07-24,0.9991,Positive,0.121,0.013,0.865,1,True,labor,,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: HDB Financial, Hero MotoCorp, Sambhv Steel, Lupin, JSW Energy, Asian Paints, RITES, Paras Defence, Maruti Suzuki in focus on 2 July Let's catch up on the latest news from the st",2025-07-02,0.9987,Positive,0.114,0.025,0.861,1,True,penalty,,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: Sun Pharma, eClerx, IEX, Anant Raj, REC, Aether Industries, L&T, Enviro Infra, GR Infraprojects, Adani Enterprises in focus on 25 July Let's catch up on the latest news from the",2025-07-25,0.9975,Positive,0.094,0.015,0.891,3,True,"waste, water, labor",,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: Emcure Pharma, Bajaj Finance, Bandhan Bank, Marico, Sterling Powergensys, Piramal Pharma, Godavari Biorefineries in focus on 4 July Let's catch up on the latest news from the st",2025-07-04,0.9976,Positive,0.084,0.027,0.889,1,True,penalty,,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: Indian Hotels, CCL Products, DCM Shriram, Ather Energy, Senores Pharma, Paras Defence, Glenmark in focus on 6 May Let's catch up on the latest news from the stock market. From s",2025-05-06,0.9984,Positive,0.121,0.018,0.861,1,True,penalty,,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: Tata Consumer Products, BPCL, Adani Green Energy, Panacea Biotec, Thyrocare, Bajaj Housing, LTIMindtree in focus on 24 April Let's catch up on the latest news from the stock mar",2025-04-24,0.9989,Positive,0.14,0.026,0.835,2,True,"renewable, green energy",,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: Infosys, Zaggle Prepaid, Bharat Electronics, Force Motors, Jindal Steel, Zensar Tech, Active Infrastructures, HCLTech in focus on 28 March Let's catch up on the latest news from",2025-03-28,0.9994,Positive,0.116,0.01,0.874,4,True,"renewable, green energy, labor, penalty",,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: Zydus Lifesciences, Ashoka Buildcon, Nureca, Cyient, Ahluwalia Contracts, Transrail Lighting, Swiggy in focus on 15 April Let's catch up on the latest news from the stock market",2025-04-15,0.9974,Positive,0.079,0.013,0.909,1,True,renewable,,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: Zydus Lifesciences, CE Info Systems Nazara Tech, Sterlite Technologies, HG Infra, Hindustan Copper, Angel One in focus on 12 June Let's catch up on the latest news from the stoc",2025-06-12,0.9991,Positive,0.132,0.017,0.851,3,True,"renewable, labor, csr",,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: HCL Tech, Ashoka Buildcon, PNC Infratech, Airtel, Bharat Forge, Cyient DLM, M&M Financial, RBL Bank in focus on 23 April Let's catch up on the latest news from the stock market.",2025-04-23,0.9978,Positive,0.113,0.022,0.865,2,True,"carbon, water",,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: HFCL, Waaree Energies, IREDA, Tata Technologies, Sundaram Clayton, Orchid Pharma in focus on 20 February Let's catch up on the latest news from the stock market. From significan",2025-02-20,0.9967,Positive,0.12,0.013,0.868,4,True,"water, renewable, green energy, labor",,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: Yes Bank, Swiggy, Dr Reddys Labs, Navin Fluorine, Bank of India, Manappuram Finance, ABB India, Puravankara in focus on 12 May Let's catch up on the latest news from the stock m",2025-05-12,0.9986,Positive,0.134,0.034,0.832,3,True,"renewable, green energy, labor",,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: Paytm, Lodha Developers, Oberoi Realty, Kirloskar Ferrous, KEI Industries, JSW Infra, Alpex Solar, Monika Alcobev in focus on 23 July Let's catch up on the latest news from the ",2025-07-23,0.9932,Positive,0.088,0.035,0.876,3,True,"water, labor, penalty",,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Infosys, ICICI Bank, HDFC Bank, HDFC Life, NIIT, ABB India, Tata Elxsi, Just Dial, TCS in focus on 21 April Let's catch up on the latest news from the stock market. From signifi",2025-04-21,0.9985,Positive,0.115,0.018,0.868,1,True,labor,,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Wipro, Axis Bank, LTIMindtree, Indian Hotels, Lupin, Tracxn Tech, Capital SFB, Veranda Learning, IndoStar in focus on 18 July Let's catch up on the latest news from the stock ma",2025-07-18,0.9991,Positive,0.119,0.013,0.868,1,True,labor,,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Hero MotoCorp, Zydus Life, Lupin, Sonata Software, Dalmia Bharat, Paytm, Infosys, Angel One, Wipro in focus on 17 April Let's catch up on the latest news from the stock market. ",2025-04-17,0.9984,Positive,0.094,0.015,0.891,3,True,"renewable, green energy, labor",,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: TCS, Biocon, GAIL, Greaves Cotton, Sun Pharma, Dishman Carbogen Amcis, Coromandel International in focus on 11 April Let's catch up on the latest news from the stock market. Fro",2025-04-11,0.9984,Positive,0.096,0.018,0.886,3,True,"renewable, labor, governance",,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Titan Company, Bharat Electronics, KPI Green Energy, M&M, Brigade Enterprises, Lemon Tree Hotels in focus on 8 April Let's catch up on the latest news from the stock market. Fro",2025-04-08,0.9952,Positive,0.123,0.018,0.859,1,True,green energy,,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: ITC, Bajaj Finance, Sun Pharmaceutical, Syngene, Natco Pharma, Vedanta, Sacheerome in focus on 16 June Let's catch up on the latest news from the stock market. From significant ",2025-06-16,0.9991,Positive,0.145,0.017,0.838,3,True,"water, renewable, compliance",,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Mobikwik, Western Carriers, PB Fintech, Texmaco Rail, Om Infra, JSW Energy, SMS Pharmaceuticals in focus on 26 June Let's catch up on the latest news from the stock market. From",2025-06-26,0.999,Positive,0.114,0.016,0.869,2,True,"environment, labor",,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Vishal Mega Mart, Biocon, TCS, Mastek, HCL Tech, ICICI Bank, Tanla Platforms, Zee Entertainment, IndiaMART in focus on 17 June Let's catch up on the latest news from the stock m",2025-06-17,0.9985,Positive,0.129,0.017,0.854,2,True,"renewable, labor",,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Zydus Lifesciences, Tata Elxsi, Abbott India, ESAF Small Finance Bank, Siemens Energy, Aegis Vopak, IKS Health, Vodafone in focus on 19 June Let's catch up on the latest news fr",2025-06-19,0.9943,Positive,0.095,0.015,0.89,3,True,"carbon, renewable, safety",,2026-09-03
