Company_Code,Company_Name,Article_Title,Article_Date,ESG_Relevance_Score,Is_ESG_Relevant,Matched_ESG_Keywords,Matched_Non_ESG_Keywords,Rejection_Reason,Analysis_Date
COFORGE,Coforge,"Small, midcap indices extend gaining streak to 7 days; here are the top gainers The shares of smallcap and midcap companies continued to gain sharply on April 23, pushing the smallcap and midcap indic",2025-04-23,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Nifty Midcap extends rally for a fifth session to gain 8% this week, strength likely to continue Shares of midcap companies extended their rally on March 21 to push the Nifty Midcap index up by over a",2025-03-21,-3,False,,"stock price, trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Small, midcap indices outperform benchmarks to extend gains for a third session: These are the top gainers Rally in select small and midcap shares on May 14 pushed the broader market indices into the ",2025-05-14,-4,False,,"share price, q4 results, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
COFORGE,Coforge,"Block deal mania on Dalal Street, shares worth Rs 1,700 crore exchange hands in trade Promoters and early investors took to Dalal Street in a big way on Thursday, June 26, looking to offload holdings ",2025-06-26,-1,False,,brokerage,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Tata Elxsi share price falls 2% in Wednesday's trading session Shares of Tata Elxsi declined by 2% to Rs 5,842 in Wednesday's trading session. The decline reflects bearish investor sentiment, accordin",2025-08-06,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Tata Elxsi Standalone June 2025 Net Sales at Rs 892.10 crore, down 3.71% Y-o-Y Reported Standalone quarterly numbers for Tata Elxsi are:    Net Sales at Rs 892.10 crore in June 2025 down 3.71% from Rs",2025-07-11,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,Hold TATA Elxsi; target of Rs 4900: Choice Equity Broking Choice Equity Broking's report on TATA Elxsi  Revenue for Q3FY25 came at INR 9.3Bn up 2.7% YoY but down 1.7% QoQ (vs CEBPL est. at INR 9.9Bn).,2025-04-01,-1,False,,target price,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Tata Elxsi Standalone March 2025 Net Sales at Rs 908.34 crore, up 0.26% Y-o-Y Reported Standalone quarterly numbers for Tata Elxsi are:    Net Sales at Rs 908.34 crore in March 2025 up 0.26% from Rs. ",2025-04-21,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Sell Tata Elxsi ; target of Rs 4750: Prabhudas Lilladher Prabhudas Lilladher's research report on Tata Elxsi   The revenue de-growth was in line with our estimates, largely attributed to M&amp;amp;C a",2025-07-11,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Tata Elxsi shares fall 4.03% in early trade; stock among top losers on Nifty Midcap 150 Shares of Tata Elxsi declined 4.03% to Rs 5,890 in Friday's early trading session. The stock is among the top lo",2025-07-11,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Tata Elxsi shares rise 2.10% in early trade Tata Elxsi shares experienced a notable increase of 2.10% in the early trading session, with the stock price reaching Rs 6,308.50. This movement reflects a ",2025-07-15,-2,False,,"stock price, nifty",Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Reduce Tata Elxsi; target of Rs 4250: ICICI Securities ICICI Securities research report on Tata Elxsi  Tata Elxsi (TELX) has reported a muted Q4FY25 print with revenue contraction of 5.3% QoQ CC, roug",2025-04-21,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Sell Tata Elxsi; target of Rs 4965: Deven Choksey Deven Choksey's research report on Tata Elxsi  Tata Elxsi’s Q1FY26 revenue stood at INR 8,921 Mn. (-1.8% QoQ/ -3.7% YoY), below our estimates by 5.5%,",2025-07-14,0,False,sustainable,target price,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Stocks to Watch Today: HUL, Coal India, Gandhar Oil Refinery, Nureca, Paytm, HG Infra, Tata Power, Anant Raj in focus on 22 April Let's catch up on the latest news from the stock market. From signific",2025-04-22,0,False,renewable,brokerage,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Tata Elxsi Q4 net profit falls 13% to Rs 172 crore as auto business faces tariff woes Engineering and technology services firm Tata Elxsi reported fourth-quarter profit below estimates on April 17, as",2025-04-18,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Tata Elxsi shares rise 2.06% in morning trade, among top gainers on Nifty Midcap 150 Tata Elxsi shares gained 2.06% to trade at Rs 6,191 at 10:28 am. The stock's performance places it among the top ga",2025-07-14,0,False,labor,nifty,Low ESG relevance or finance-only context,2026-09-03
TATAELXSI,Tata Elxsi,"Small, midcap indices extend gaining streak to 7 days; here are the top gainers The shares of smallcap and midcap companies continued to gain sharply on April 23, pushing the smallcap and midcap indic",2025-04-23,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
OFSS,Oracle Financial Services Software,"Nifty IT sharply down on selloff after Fed's inflation, tariff view; Wipro sole gainer on upgrade Shares of IT companies were sharply lower on June 19, after the US Federal Reserve kept key interest r",2025-06-19,-2,False,,"target price, nifty",Low ESG relevance or finance-only context,2026-09-03
OFSS,Oracle Financial Services Software,"Sensex zooms 2,975 pts, Nifty above 24,900: India-Pak ceasefire among key factors behind massive market rally The domestic equity benchmarks rebounded sharply on Monday, with the Sensex rallying 2,975",2025-05-12,-3,False,,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
OFSS,Oracle Financial Services Software,"Trade Spotlight: How should you trade Oracle Financial, Praj Industries, Bank of India, Trent, NMDC, Zensar Technologies and others on June 10? Bulls maintained their control over Dalal Street, drivin",2025-06-10,-3,False,,"candlestick, resistance, nifty",Low ESG relevance or finance-only context,2026-09-03
OFSS,Oracle Financial Services Software,"Nifty IT crashes 2% as fall in Persistent Systems, Coforge, Infosys shares weighs The Nifty IT index tumbled almost two percent in trade, dragged by midcap IT services players Persistent Systems Ltd a",2025-07-24,-2,False,,"brokerage, nifty",Low ESG relevance or finance-only context,2026-09-03
KPITTECH,KPIT Technologies,"Tata Elxsi Q4 net profit falls 13% to Rs 172 crore as auto business faces tariff woes Engineering and technology services firm Tata Elxsi reported fourth-quarter profit below estimates on April 17, as",2025-04-18,0,False,,,Low ESG relevance or finance-only context,2026-09-03
KPITTECH,KPIT Technologies,"Select small and midcaps jump up to 15% as broader markets extend recovery: Here are the movers The shares of small and midcap companies extended gains on March 6, with the broader market indices outp",2025-03-06,-3,False,,"share price, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Defence rally riding on structural tailwinds, not just conflict sentiment, say analysts India’s defence sector rally is being driven more by long-term structural tailwinds than short-term war sentimen",2025-06-18,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Richly-valued defence stocks extend selloff led by shipyard firms, Paras Defence promoters trim stake Defence-related stocks saw a significant fall on May 20, extending losses for a second consecutive",2025-05-20,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: Titan, Bajaj Finance, PNB Housing, Oberoi Realty, Havells, 360 One WAM, Arisinfra, BL Kashyap, Afcons Infra in focus on 22 July Let's catch up on the latest news from the stock ",2025-07-22,0,False,,,Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Defence stocks extend losses to 2nd day as Israel-Iran ceasefire weighs; Paras Defence, GRSE, BEL down up to 4% Defence stocks recorded strong losses on June 25, as the possible ceasefire between Iran",2025-06-25,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Trade Spotlight: How should you trade IndoStar Capital, Cyient, Som Distilleries, HDFC Life Insurance, Lodha, Dhanuka Agritech and others on May 26? The benchmark indices bounced back after a day of c",2025-05-25,-1,False,,resistance,Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Nifty Smallcap 100 rises for a third day to add Rs 17,000 crore to market value this week The Nifty Smallcap 100 index has extended gains for the third consecutive session, rising by two-third of a pe",2025-06-04,-1,False,"sustainable, environment","brokerage, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Defence shares surge on India's resolute response to border escalation, DMGO's assurance of preparedness A wide range of defence-related shares posted strong gains on May 12, racing ahead of the bench",2025-05-12,-1,False,environment,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: HUL, Coal India, Gandhar Oil Refinery, Nureca, Paytm, HG Infra, Tata Power, Anant Raj in focus on 22 April Let's catch up on the latest news from the stock market. From signific",2025-04-22,0,False,renewable,brokerage,Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Defence shares fall up to 6% on muted Mazagon Dock, Paras Defence Q1 results, extend decline to 5th day The shares of defence companies recorded significant decline on July 29, as muted quarterly earn",2025-07-29,-3,False,,"share price, q1 results, nifty",Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Trade Spotlight: How should you trade Infosys, BHEL, Info Edge, Birlasoft, Cyient, APL Apollo Tubes, Tata Technologies, and others on May 13? The benchmark indices made a strong start to the week, wit",2025-05-12,-4,False,,"candlestick, resistance, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Paras Defence, BEML, BDL, other defence stocks rally up to 9% after DAC clears Rs 1.05-lakh crore defence purchases Defence stocks saw a significant surge on July 4 after the Defence Acquisition Counc",2025-07-04,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Mid, smallcap indices plunge 2%, extend losses for 3rd day amid broad-based selling: IREDA, RVNL, FirstCry among top losers The shares of several smallcap and midcap companies strongly tumbled on June",2025-06-19,-1,False,renewable,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Trade Spotlight: How should you trade Asahi India Glass, Avenue Supermarts, AU Small Finance Bank, Cyient, Vedant Fashions, and others on June 19? The benchmark indices remained in negative terrain fo",2025-06-19,-2,False,,"trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"GRSE, BDL, Mazagon Dock fall up to 5% amid profit-booking; Nifty defence among top sectoral losers Shares of defence companies including Garden Reach Shipbuilders &amp;amp; Engineers (GRSE), Bharat Dy",2025-06-11,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Midcap, smallcap indices drop up to 3% on broad-based selling: Here are the top losers The shares of midcap and smallcap companies strongly tumbled on May 6, pushing the broader market indices sharply",2025-05-06,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Small, midcap indices extend gaining streak to 7 days; here are the top gainers The shares of smallcap and midcap companies continued to gain sharply on April 23, pushing the smallcap and midcap indic",2025-04-23,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Small, midcap indices outperform benchmarks to extend gains for a third session: These are the top gainers Rally in select small and midcap shares on May 14 pushed the broader market indices into the ",2025-05-14,-4,False,,"share price, q4 results, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Defence stocks snap 2-day rally to fall more than 2% on Israel-Iran ceasefire; BEML, GRSE decline up to 7% Shares of defence companies fell sharply on June 24, snapping a two-day rally, as easing geop",2025-06-24,-2,False,sustainable,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
CYIENT,Cyient,"Mazagon Dock, BDL, other defence stocks rally up to 5% as Israel-Iran war enters 5th day: What lies ahead? Defence stocks gained traction on June 17 as the war between Israel and Iran entered its fift",2025-06-17,-1,False,waste,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
BSOFT,Birlasoft,"Trade Spotlight: How should you trade Titan, Crompton Greaves Consumer, EID Parry, TVS Motor, Birlasoft, Newgen Software, and others on June 26? The benchmark indices extended their northward journey ",2025-06-26,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
BSOFT,Birlasoft,"Trade Spotlight: How should you trade Ultratech Cement, Birlasoft, Sonata Software, Hindustan Unilever, Bharat Electronics, and others on April 29? Bulls staged a strong comeback on April 28, driving ",2025-04-29,-2,False,,"resistance, nifty",Low ESG relevance or finance-only context,2026-09-03
BSOFT,Birlasoft,"Trade Spotlight: How should you trade Infosys, BHEL, Info Edge, Birlasoft, Cyient, APL Apollo Tubes, Tata Technologies, and others on May 13? The benchmark indices made a strong start to the week, wit",2025-05-12,-4,False,,"candlestick, resistance, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: IndiGo, IndusInd Bank, Colgate, NALCO, Hindustan Zinc, NBCC, Aarti Industries, Birlasoft, MGL, Oil India in focus on 22 May Let's catch up on the latest news from the stock mark",2025-05-22,0,False,,,Low ESG relevance or finance-only context,2026-09-03
BSOFT,Birlasoft,"Adani Total Gas, Granules, IRB Infra among 8 stocks to be deleted from NSE's F&O segment from Aug series The National Stock Exchange has excluded eight stocks from the derivatives segment, and no cont",2025-06-24,0,False,inclusion,trading volume,Low ESG relevance or finance-only context,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Sai Life Sciences, Kaynes Tech, GMM Pfaudler, Axiscades Tech, Natco Pharma, ITD Cementation, Oswal Pumps in focus on 20 June Let's catch up on the latest news from the stock mar",2025-06-20,0,False,,,Low ESG relevance or finance-only context,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Eternal, Hero MotoCorp, Trent, Bharat Forge, BHEL, Lumax Ind, Fortis Healthcare, Datamatics Global, Bajaj Holdings in focus on 7 August Let's catch up on the latest news from th",2025-08-07,0,False,,,Low ESG relevance or finance-only context,2026-09-03
BSOFT,Birlasoft,"Smallcap index falls nearly 2%, snaps 4-day gaining streak; midcap index declines 2% from day's high The shares of small-cap companies recorded strong losses on March 10, pushing the Nifty Smallcap in",2025-03-10,-1,False,renewable,"stock price, nifty",Low ESG relevance or finance-only context,2026-09-03
ZENSARTECH,Zensar Technologies,"Trade Spotlight: How should you trade Zensar Technologies, APL Apollo Tubes, ITC, CRISIL, BSE, Aurobindo Pharma, and others on May 9? The benchmark indices turned lower after a day of recovery and a p",2025-05-08,-3,False,,"resistance, trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
ZENSARTECH,Zensar Technologies,"Trade Spotlight: How should you trade Oracle Financial, Praj Industries, Bank of India, Trent, NMDC, Zensar Technologies and others on June 10? Bulls maintained their control over Dalal Street, drivin",2025-06-10,-3,False,,"candlestick, resistance, nifty",Low ESG relevance or finance-only context,2026-09-03
ZENSARTECH,Zensar Technologies,"Trade Spotlight: How should you trade PB Fintech, Persistent Systems, Zensar Technologies, SBI Life Insurance, Supreme Industries, and others on June 18? The benchmark indices closed lower after a day",2025-06-18,-2,False,sustainable,"candlestick, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
TATATECH,Tata Technologies,"Trade Spotlight: How should you trade Infosys, BHEL, Info Edge, Birlasoft, Cyient, APL Apollo Tubes, Tata Technologies, and others on May 13? The benchmark indices made a strong start to the week, wit",2025-05-12,-4,False,,"candlestick, resistance, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
TATATECH,Tata Technologies,"Stocks to Watch Today: HCLTech, Tata Tech, Rallis India, Power Mech Projects, RailTel, Sun Pharma, Deepak Fertilisers, Oberoi Realty in focus on 15 July Let's catch up on the latest news from the stoc",2025-07-15,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TATATECH,Tata Technologies,"HDB Financial delivers biggest listing gains among over Rs 10,000-crore IPOs post-Covid The 12,500-crore IPO of HDB Financial Services has delivered the biggest returns among all public issues worth o",2025-07-02,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TATATECH,Tata Technologies,"Markets turn to US-India trade deal for next set of cues as India-Pakistan tensions cool Over the past week, the Nifty 50 and Sensex have largely been range-bound, with the benchmarks slipping in the ",2025-05-12,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TATATECH,Tata Technologies,"Tata Tech, IREDA stocks to enter F&O segment from February 28 on NSE; shares trade in green The National Stock Exchange (NSE) on February 19 announced the addition of the futures and options (F&amp;am",2025-02-20,0,False,inclusion,trading volume,Low ESG relevance or finance-only context,2026-09-03
SONATSOFTW,Sonata Software,"Trade Spotlight: How should you trade ICICI Bank, Varun Beverages, Sonata Software, Bajaj Auto, M&M, UPL, L&T Finance, KEI Industries and others on July 22? Equity benchmark indices gained 0.5 percent",2025-07-21,-2,False,,"candlestick, resistance",Low ESG relevance or finance-only context,2026-09-03
SONATSOFTW,Sonata Software,"Trade Spotlight: How should you trade Ultratech Cement, Birlasoft, Sonata Software, Hindustan Unilever, Bharat Electronics, and others on April 29? Bulls staged a strong comeback on April 28, driving ",2025-04-29,-2,False,,"resistance, nifty",Low ESG relevance or finance-only context,2026-09-03
SONATSOFTW,Sonata Software,"Trade Spotlight: How should you trade Voltas, Sonata Software, Piramal Enterprises, Tata Motors, Redington, Coromandel, Eternal and others on July 15? Indian equity benchmarks fell a third of a percen",2025-07-14,-3,False,,"candlestick, resistance, nifty",Low ESG relevance or finance-only context,2026-09-03
SONATSOFTW,Sonata Software,"Nifty smallcap100 index extends fall for 4th straight day, Midcap index declines 0.5%; here are top gainers, losers Nifty Smallcap100 index declined for the fourth consecutive session on Tuesday as in",2025-07-22,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
SONATSOFTW,Sonata Software,"Midcap, smallcap indices drop up to 3% on broad-based selling: Here are the top losers The shares of midcap and smallcap companies strongly tumbled on May 6, pushing the broader market indices sharply",2025-05-06,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
SONATSOFTW,Sonata Software,"Smallcap, midcap indices tumble up to 2% amid rising India-Pak tensions: MCX, RVNL, Suzlon Energy shares drop up to 5% The shares of smallcap and midcap companies strongly tumbled on May 9, pushing th",2025-05-09,-2,False,,"q4 results, nifty",Low ESG relevance or finance-only context,2026-09-03
HEXAWARE,Hexaware Technologies,Adani Group stocks trade mixed after US SEC seeks India's help in fraud probe; Adani Green down 2% Shares of Adani Group companies traded mixed on Wednesday after a Reuters news report stated that the,2025-02-19,0,False,green energy,nifty,Low ESG relevance or finance-only context,2026-09-03
HEXAWARE,Hexaware Technologies,"MSCI August rejig: Swiggy, Mazagon Dock among likely additions, $850 million inflows seen Swiggy Ltd, Mazagon Dock Shipbuilders Ltd, Hitachi Energy India Ltd, and Waaree Energies Ltd are four firms th",2025-06-17,-1,False,inclusion,"share price, brokerage",Low ESG relevance or finance-only context,2026-09-03
HEXAWARE,Hexaware Technologies,"Sensex, Nifty end flat for 3rd session; heavyweights offset pharma losses; broader market rise up to 2% Sensex and Nifty ended flat for the third session in a row ahead of the FOMC meeting minutes, se",2025-02-19,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
HEXAWARE,Hexaware Technologies,"Sensex, Nifty flat ahead of FOMC minutes; mid-, small-cap indices drop up to 2% Sensex and Nifty flattened by midday on February 19 after opening lower, as investors remained cautious about stretched ",2025-02-19,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
HEXAWARE,Hexaware Technologies,"MSCI Rejig: Coromandel, Nykaa join Global Standard index following May rebalancing Fertiliser company Coromandel International Ltd., and FSN E-commerce Ventures Ltd., parent of of beauty retailer Nyka",2025-05-14,0,False,inclusion,brokerage,Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Infosys, TCS, other IT heavyweights drop 1%, IT index snaps 2-day gaining streak amid weak market Several IT stocks declined on May 27, pushing the Nifty IT index down into the red to snap its two-day",2025-05-27,-3,False,,"share price, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Nifty IT index tops the chart after gaining Rs 1.16 lakh crore in value in nine sessions with eight up days The shares of TCS and Infosys were among the leading contributor on Sensex, as IT companies ",2025-06-16,-1,False,environment,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Nifty IT sharply down on selloff after Fed's inflation, tariff view; Wipro sole gainer on upgrade Shares of IT companies were sharply lower on June 19, after the US Federal Reserve kept key interest r",2025-06-19,-2,False,,"target price, nifty",Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Stocks to Watch Today: Hitachi Energy, Lemon Tree Hotels, Embassy Developments, Western Carriers, Power Mech, Premier Energies in focus on 27 June Let's catch up on the latest news from the stock mark",2025-06-27,0,False,,,Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Persistent, TechM, other IT stocks drop up to 4% amid escalating US-China trade tensions The shares of IT companies tumbled on June 2 amid escalating trade tensions between US and China. The sharp fal",2025-06-02,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Sensex jumps 500 pts, Nifty above 24,500: Sharp fall in crude, other key factors behind market rally The equity benchmark indices Sensex and Nifty surged in early trade on Monday amid sustained foreig",2025-05-05,-4,False,,"intraday, candlestick, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Nifty IT rallies one percent, snapping a two-day fall on strong Nvidia Q1, ruling against Trump tariffs The shares of IT companies surged on May 29 after US chipmaker Nvidia posted strong Q1 results a",2025-05-29,-2,False,,"q1 results, nifty",Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"IT shares snap three-day gaining streak ahead of US Fed meet; Coforge, TCS, others fall up to 1.5% The shares of several IT companies dropped on June 18, pushing the Nifty IT index down over half a pe",2025-06-18,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"LTI Mindtree, TechM surge 2% as IT index rallies on a rangebound day: What's pushing IT higher Shares of IT companies sharply ended higher on April 29, sharply off lows on hopes of easing trade tensio",2025-04-29,-4,False,environment,"share price, stock price, brokerage, q4 results, nifty",Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Persistent Systems, Infosys, other IT shares drop up to 2% as trade, geopolitical tensions weigh The shares of major IT players dropped on June 12 after uncertain US tariff rules and geopolitical tens",2025-06-12,0,False,labor,nifty,Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Coforge, Mphasis, other IT shares rise up to 4% on optimism over US-China trade talks The shares of IT companies are higher on June 10, pushing the Nifty IT index up over 1.5 percent to emerge as the ",2025-06-10,-4,False,,"share price, target price, brokerage, nifty",Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Tech Mahindra, Infosys, other IT stocks tumble on concerns over US' fiscal deficit The shares of IT companies tumbled on May 22, tracking Wall Street peers over concerns of possible widening of US' fe",2025-05-22,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),IT stocks drop up to 1.5% ahead of TCS Q1 results tomorrow The shares of IT companies declined in trade on July 9 as investors actively awaited the release of the first set to Q1 FY26 results from the,2025-07-09,-2,False,environment,"share price, q1 results, nifty",Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Infosys, TechM, others up 2% as US Fed chief Powell's testimony spurs rate cut bets Shares of IT companies were higher on June 25 as market participants saw US Federal Reserve Chair Jerome Powell's te",2025-06-25,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Investors cheer Trump's tariff pause: These are the top gaining spaces Benchmark Indian indices surged on April 11, with Sensex rising over 1,300 points and Nifty 50 up nearly 2 percent following a re",2025-04-11,-1,False,labor,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Coforge, HCL Tech, other IT names rise up to 3% on hopes of early Fed rate cut, Nasdaq rally The Nifty IT index is higher on June 27, tracking Wall Street peers on rising hopes of a US Fed rate cut so",2025-06-27,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Sensex declines over 200 pts, Nifty below 25,100: Selling in IT stocks among key factors behind market decline The equity benchmarks Sensex and Nifty declined for the fourth straight day on Monday ami",2025-07-14,-3,False,,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Sensex soars 450 pts, Nifty above 25,200: Easing inflation, IT buying, other key factors behind market rebound The benchmark equity indices Sensex and Nifty bounced back on Tuesday after four consecut",2025-07-15,-4,False,,"intraday, q1 results, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Nifty IT crashes 2% as fall in Persistent Systems, Coforge, Infosys shares weighs The Nifty IT index tumbled almost two percent in trade, dragged by midcap IT services players Persistent Systems Ltd a",2025-07-24,-2,False,,"brokerage, nifty",Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Coforge, HCL Tech, Wipro, other IT shares jump up to 7% amid hopes of easing trade tensions The shares of IT companies strongly surged on April 23 after US President Donald Trump hinted at slashing ta",2025-04-23,-3,False,,"share price, q4 results, nifty",Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Trade Spotlight: How should you trade Kaynes Technology, Jindal Stainless, Hero MotoCorp, CCL Products, Grasim Industries and others on August 5? The benchmark indices snapped a two-day losing streak,",2025-08-05,-4,False,,"candlestick, resistance, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Pharma, IT stocks tumble up to 4% as Trump tariffs take effect The shares of pharma and IT companies tumbled on March 4 as US President Donald Trump's tariffs on Canada and Mexico came into effect, wh",2025-03-04,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
NEWGEN,Newgen Software Technologies,"Trade Spotlight: How should you trade Titan, Crompton Greaves Consumer, EID Parry, TVS Motor, Birlasoft, Newgen Software, and others on June 26? The benchmark indices extended their northward journey ",2025-06-26,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
NEWGEN,Newgen Software Technologies,"Trade Spotlight: How should you trade Coromandel International, Ceat, Elecon Engineering, Chambal Fertilisers, Max Healthcare, and others on May 7? The benchmark indices closed a rangebound session mo",2025-05-06,-1,False,sustainable,"support level, nifty",Low ESG relevance or finance-only context,2026-09-03
NEWGEN,Newgen Software Technologies,"Q1 results impact: Newgen Software shares tumble 6% as net profit falls 54% QoQ, HDFC AMC rises 1% The shares of Newgen Software dropped nearly 6 percent on July 17 after the company reported a 54 seq",2025-07-17,-1,False,,q1 results,Low ESG relevance or finance-only context,2026-09-03
INTELLECT,Intellect Design Arena,"Sun Pharma settles patent litigation with Incyte, paving way for launch of anti-baldness drug LEQSELVI India's largest pharmaceutical company, Sun Pharma announced on July 14 that it has settled a pat",2025-07-14,0,False,,,Low ESG relevance or finance-only context,2026-09-03
INTELLECT,Intellect Design Arena,"Nifty, Sensex gain 4% in broad-based weekly rally, Nifty Defence Index soars 11% Domestic frontlines Nifty 50 and Sensex galloped a sharp four percent in trade over the past five sessions this week, a",2025-05-16,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INTELLECT,Intellect Design Arena,"Indian pharma companies sit on record cash pile, set sights on acquisitions India’s top pharmaceutical companies are sitting on their largest cash reserves in at least five years, possibly setting the",2025-06-18,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
