Company_Code,Company_Name,Article_Title,Article_Date,Sentiment_Score,Sentiment_Class,Positive_Score,Negative_Score,Neutral_Score,ESG_Relevance_Score,Is_ESG_Relevant,Matched_ESG_Keywords,Matched_Non_ESG_Keywords,Analysis_Date
CYIENT,Cyient,"Stocks to Watch Today: HCL Tech, Ashoka Buildcon, PNC Infratech, Airtel, Bharat Forge, Cyient DLM, M&M Financial, RBL Bank in focus on 23 April Let's catch up on the latest news from the stock market.",2025-04-23,0.9978,Positive,0.113,0.022,0.865,2,True,"carbon, water",,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: HFCL, Waaree Energies, IREDA, Tata Technologies, Sundaram Clayton, Orchid Pharma in focus on 20 February Let's catch up on the latest news from the stock market. From significan",2025-02-20,0.9967,Positive,0.12,0.013,0.868,4,True,"water, renewable, green energy, labor",,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: Yes Bank, Swiggy, Dr Reddys Labs, Navin Fluorine, Bank of India, Manappuram Finance, ABB India, Puravankara in focus on 12 May Let's catch up on the latest news from the stock m",2025-05-12,0.9986,Positive,0.134,0.034,0.832,3,True,"renewable, green energy, labor",,2026-09-03
CYIENT,Cyient,"Stocks to Watch Today: Paytm, Lodha Developers, Oberoi Realty, Kirloskar Ferrous, KEI Industries, JSW Infra, Alpex Solar, Monika Alcobev in focus on 23 July Let's catch up on the latest news from the ",2025-07-23,0.9932,Positive,0.088,0.035,0.876,3,True,"water, labor, penalty",,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Infosys, ICICI Bank, HDFC Bank, HDFC Life, NIIT, ABB India, Tata Elxsi, Just Dial, TCS in focus on 21 April Let's catch up on the latest news from the stock market. From signifi",2025-04-21,0.9985,Positive,0.115,0.018,0.868,1,True,labor,,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Wipro, Axis Bank, LTIMindtree, Indian Hotels, Lupin, Tracxn Tech, Capital SFB, Veranda Learning, IndoStar in focus on 18 July Let's catch up on the latest news from the stock ma",2025-07-18,0.9991,Positive,0.119,0.013,0.868,1,True,labor,,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Hero MotoCorp, Zydus Life, Lupin, Sonata Software, Dalmia Bharat, Paytm, Infosys, Angel One, Wipro in focus on 17 April Let's catch up on the latest news from the stock market. ",2025-04-17,0.9984,Positive,0.094,0.015,0.891,3,True,"renewable, green energy, labor",,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: TCS, Biocon, GAIL, Greaves Cotton, Sun Pharma, Dishman Carbogen Amcis, Coromandel International in focus on 11 April Let's catch up on the latest news from the stock market. Fro",2025-04-11,0.9984,Positive,0.096,0.018,0.886,3,True,"renewable, labor, governance",,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Titan Company, Bharat Electronics, KPI Green Energy, M&M, Brigade Enterprises, Lemon Tree Hotels in focus on 8 April Let's catch up on the latest news from the stock market. Fro",2025-04-08,0.9952,Positive,0.123,0.018,0.859,1,True,green energy,,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: ITC, Bajaj Finance, Sun Pharmaceutical, Syngene, Natco Pharma, Vedanta, Sacheerome in focus on 16 June Let's catch up on the latest news from the stock market. From significant ",2025-06-16,0.9991,Positive,0.145,0.017,0.838,3,True,"water, renewable, compliance",,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Mobikwik, Western Carriers, PB Fintech, Texmaco Rail, Om Infra, JSW Energy, SMS Pharmaceuticals in focus on 26 June Let's catch up on the latest news from the stock market. From",2025-06-26,0.999,Positive,0.114,0.016,0.869,2,True,"environment, labor",,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Vishal Mega Mart, Biocon, TCS, Mastek, HCL Tech, ICICI Bank, Tanla Platforms, Zee Entertainment, IndiaMART in focus on 17 June Let's catch up on the latest news from the stock m",2025-06-17,0.9985,Positive,0.129,0.017,0.854,2,True,"renewable, labor",,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Zydus Lifesciences, Tata Elxsi, Abbott India, ESAF Small Finance Bank, Siemens Energy, Aegis Vopak, IKS Health, Vodafone in focus on 19 June Let's catch up on the latest news fr",2025-06-19,0.9943,Positive,0.095,0.015,0.89,3,True,"carbon, renewable, safety",,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Zydus Lifesciences, Ashoka Buildcon, Nureca, Cyient, Ahluwalia Contracts, Transrail Lighting, Swiggy in focus on 15 April Let's catch up on the latest news from the stock market",2025-04-15,0.9974,Positive,0.079,0.013,0.909,1,True,renewable,,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Urgo Capital, Delhivery, SML Isuzu, Hindustan Zinc, Bharat Forge, Polycab, RailTel Corporation in focus on 18 June Let's catch up on the latest news from the stock market. From ",2025-06-18,0.9964,Positive,0.11,0.03,0.86,3,True,"renewable, labor, violation",,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: IndusInd Bank , Adani Total Gas, MGL, Oil India, Vedanta, Aster DM Healthcare, IREDA, ICICI Prudential Life in focus on 16 April Let's catch up on the latest news from the stock",2025-04-16,0.9972,Positive,0.092,0.027,0.88,3,True,"carbon, water, renewable",,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: SAIL, Avanti Feeds, Insecticides India, Balaji Amines, Cummins, Mishra Dhatu Nigam, IRCTC, Unified Data Tech in focus on 29 May Let's catch up on the latest news from the stock ",2025-05-29,0.9985,Positive,0.11,0.005,0.885,3,True,"carbon, renewable, labor",,2026-09-03
BSOFT,Birlasoft,"Stocks to Watch Today: Tata Steel, Yes Bank, Godrej Properties, AstraZeneca Pharma, IndusInd Bank, Nykaa, Bajaj Housing Finance in focus on 7 April Let's catch up on the latest news from the stock mar",2025-04-07,0.9975,Positive,0.116,0.028,0.856,1,True,green energy,,2026-09-03
ZENSARTECH,Zensar Technologies,"Stocks to Watch Today: Axis Bank, Tech Mahindra, L&T Tech, Macrotech Developers, Cyient, IEX, Container Corporation in focus on 25 April Let's catch up on the latest news from the stock market. From s",2025-04-25,0.9973,Positive,0.107,0.025,0.868,1,True,labor,,2026-09-03
ZENSARTECH,Zensar Technologies,"Stocks to Watch Today: TCS, Tata Elxsi, Anand Rathi, IREDA, Hindustan Unilever, Glenmark Pharma, Aegis Logistics, Meta Infotech in focus on 11 July Let's catch up on the latest news from the stock mar",2025-07-11,0.9979,Positive,0.122,0.017,0.861,1,True,renewable,,2026-09-03
ZENSARTECH,Zensar Technologies,"Stocks to Watch Today: Reliance Industries, IDFC First Bank, Tata Tech, Tejas Networks, India Cements, IGL, Biocon, Zydus Life in focus on 28 April Let's catch up on the latest news from the stock mar",2025-04-28,0.9989,Positive,0.102,0.013,0.886,1,True,green energy,,2026-09-03
ZENSARTECH,Zensar Technologies,"Stocks to Watch Today: Infosys, Zaggle Prepaid, Bharat Electronics, Force Motors, Jindal Steel, Zensar Tech, Active Infrastructures, HCLTech in focus on 28 March Let's catch up on the latest news from",2025-03-28,0.9994,Positive,0.116,0.01,0.874,4,True,"renewable, green energy, labor, penalty",,2026-09-03
ZENSARTECH,Zensar Technologies,"Stocks to Watch Today: Paytm, Lodha Developers, Oberoi Realty, Kirloskar Ferrous, KEI Industries, JSW Infra, Alpex Solar, Monika Alcobev in focus on 23 July Let's catch up on the latest news from the ",2025-07-23,0.9932,Positive,0.088,0.035,0.876,3,True,"water, labor, penalty",,2026-09-03
TATATECH,Tata Technologies,"Stocks to Watch Today: NTPC Green, Diamond Power Infra, Newgen Software, Indosolar, Gland Pharma, Hindustan Aeronautics in focus on 5 June Let's catch up on the latest news from the stock market. From",2025-06-05,0.9958,Positive,0.085,0.013,0.902,7,True,"emission, emissions, renewable, climate, green energy, net zero, labor",,2026-09-03
TATATECH,Tata Technologies,"Stocks to Watch Today: Axis Bank, Tech Mahindra, L&T Tech, Macrotech Developers, Cyient, IEX, Container Corporation in focus on 25 April Let's catch up on the latest news from the stock market. From s",2025-04-25,0.9973,Positive,0.107,0.025,0.868,1,True,labor,,2026-09-03
TATATECH,Tata Technologies,"Stocks to Watch Today: Bajaj Finance, IndusInd Bank, IndiaMART, Schaeffler India, Vishal Mega Mart, Prestige Estates, Strides Pharma in focus on 30 April Let's catch up on the latest news from the sto",2025-04-30,0.9989,Positive,0.118,0.024,0.858,2,True,"climate, labor",,2026-09-03
TATATECH,Tata Technologies,"Stocks to Watch Today: ITC, Bajaj Finance, Sun Pharmaceutical, Syngene, Natco Pharma, Vedanta, Sacheerome in focus on 16 June Let's catch up on the latest news from the stock market. From significant ",2025-06-16,0.9991,Positive,0.145,0.017,0.838,3,True,"water, renewable, compliance",,2026-09-03
TATATECH,Tata Technologies,"Stocks to Watch Today: Reliance Industries, IDFC First Bank, Tata Tech, Tejas Networks, India Cements, IGL, Biocon, Zydus Life in focus on 28 April Let's catch up on the latest news from the stock mar",2025-04-28,0.9989,Positive,0.102,0.013,0.886,1,True,green energy,,2026-09-03
TATATECH,Tata Technologies,"Stocks to Watch Today: Wipro, HDFC Bank, Alkem Labs, Aditya Birla Fashion, Indegene, Tata Technologies, Servotech, Scoda Tubes in focus on 4 June Let's catch up on the latest news from the stock marke",2025-06-04,0.9993,Positive,0.138,0.019,0.843,4,True,"renewable, sustainable, labor, governance",,2026-09-03
TATATECH,Tata Technologies,"Stocks to Watch Today: DMart, NCC, Kolte Patil, VIP Industries, Sula Vineyards, Wockhardt, Akzo Nobel, Gland Pharma, Travel Food Services in focus on 14 July Let's catch up on the latest news from the",2025-07-14,0.998,Positive,0.107,0.012,0.881,1,True,compliance,,2026-09-03
TATATECH,Tata Technologies,"Stocks to Watch Today: Tata Technologies, CESC, Wipro, Landmark Cars, Aurobindo, CSB Bank, PNB Housing, Indegene, Hexaware in focus on 29 April Let's catch up on the latest news from the stock market.",2025-04-29,0.9963,Positive,0.092,0.02,0.888,3,True,"renewable, climate, green energy",,2026-09-03
TATATECH,Tata Technologies,"Stocks to Watch Today: HFCL, Waaree Energies, IREDA, Tata Technologies, Sundaram Clayton, Orchid Pharma in focus on 20 February Let's catch up on the latest news from the stock market. From significan",2025-02-20,0.9967,Positive,0.12,0.013,0.868,4,True,"water, renewable, green energy, labor",,2026-09-03
TATATECH,Tata Technologies,"Block deal fever on D-Street: Shares of Alkem, ABFRL, Tata Tech, Indegene worth Rs 3,480 crore in focus Dalal Street is expected to see four large block deals during the Wednesday, June 4 session, wit",2025-06-04,-0.4404,Negative,0.099,0.083,0.818,1,True,labor,,2026-09-03
TATATECH,Tata Technologies,"Stocks of IREDA, Tata Tech, 4 other F&O entrants extend losses for 2nd day, fall up to 7% The shares of all six companies, which got introduced to the NSE futures and options (F&amp;amp;O) segment fro",2025-03-03,0.7859,Positive,0.106,0.072,0.822,1,True,"renewable, inclusion",share price,2026-09-03
TATATECH,Tata Technologies,"MSCI rebalancing could see Paytm, Nykaa find their way into the Standard index: Nuvama Investors will be closely tracking the MSCI index rebalancing announcement for the Standard and Smallcap indices,",2025-05-13,0.872,Positive,0.044,0.013,0.943,1,True,inclusion,,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,"Stocks to Watch Today: Manappuram Finance, Hero MotoCorp, Hindalco, Glenmark, TCS, Lloyds Metals, CDSL, RailTel in focus on 21 March Let's catch up on the latest news from the stock market. From signi",2025-03-21,0.9988,Positive,0.109,0.014,0.877,5,True,"sustainable, environment, labor, compliance, csr",,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,"Stocks to Watch Today: Wipro, Axis Bank, LTIMindtree, Indian Hotels, Lupin, Tracxn Tech, Capital SFB, Veranda Learning, IndoStar in focus on 18 July Let's catch up on the latest news from the stock ma",2025-07-18,0.9991,Positive,0.119,0.013,0.868,1,True,labor,,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,"Stocks to Watch Today: IndusInd Bank, Waaree Energies, NTPC Green, KEC, Torrent Pharma, PNC Infra, RPSG Ventures, Monarch Surveyors in focus on 29 July Let's catch up on the latest news from the stock",2025-07-29,0.9983,Positive,0.118,0.019,0.863,1,True,green energy,,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,"Stocks to Watch Today: Yes Bank, Swiggy, Dr Reddys Labs, Navin Fluorine, Bank of India, Manappuram Finance, ABB India, Puravankara in focus on 12 May Let's catch up on the latest news from the stock m",2025-05-12,0.9986,Positive,0.134,0.034,0.832,3,True,"renewable, green energy, labor",,2026-09-03
SONATSOFTW,Sonata Software,"Stocks to Watch Today: Hero MotoCorp, Zydus Life, Lupin, Sonata Software, Dalmia Bharat, Paytm, Infosys, Angel One, Wipro in focus on 17 April Let's catch up on the latest news from the stock market. ",2025-04-17,0.9984,Positive,0.094,0.015,0.891,3,True,"renewable, green energy, labor",,2026-09-03
SONATSOFTW,Sonata Software,"Stocks to Watch Today: Senco Gold, Phoenix Mills, Home First Finance, Concord Biotech, Sasken Tech, BPCL, IRB Infrastructure in focus on 9 April Let's catch up on the latest news from the stock market",2025-04-09,0.9974,Positive,0.111,0.028,0.861,2,True,"renewable, green energy",,2026-09-03
SONATSOFTW,Sonata Software,"Stocks to Watch Today: Bharti Airtel, Kfin Technologies, Nazara Tech, Dabur, Blue Star, Voltas, Symphony, United Breweries, Coal India in focus on 8 May Let's catch up on the latest news from the stoc",2025-05-08,0.9978,Positive,0.117,0.019,0.864,1,True,renewable,,2026-09-03
SONATSOFTW,Sonata Software,"Stocks to Watch Today: BSE, NLC India, GMDC, GP Petroleums, HPCL, Godrej Consumer, KEI Industries, Paytm, Mahanagar Gas in focus on 7 May Let's catch up on the latest news from the stock market. From ",2025-05-07,0.9975,Positive,0.109,0.024,0.867,1,True,labor,,2026-09-03
SONATSOFTW,Sonata Software,"Stocks to Watch Today: Titan, Bharti Airtel, Biocon, Cummins, BSE, LIC, KRBL, Metropolis, Kalpataru Projects, Godrej Consumer, Kalyan Jewellers, AU SFB in focus on 8 August Let's catch up on the lates",2025-08-08,0.9986,Positive,0.092,0.015,0.892,2,True,"labor, compliance",,2026-09-03
SONATSOFTW,Sonata Software,"Stocks to Watch Today: Aditya Birla Capital, Sonata Software, Wipro, Kaynes Technology, CreditAccess Grameen, Reliance Infrastructure in focus on 11 June Let's catch up on the latest news from the sto",2025-06-11,0.998,Positive,0.107,0.02,0.873,2,True,"renewable, labor",,2026-09-03
SONATSOFTW,Sonata Software,"Stocks to Watch Today: Paytm, Lodha Developers, Oberoi Realty, Kirloskar Ferrous, KEI Industries, JSW Infra, Alpex Solar, Monika Alcobev in focus on 23 July Let's catch up on the latest news from the ",2025-07-23,0.9932,Positive,0.088,0.035,0.876,3,True,"water, labor, penalty",,2026-09-03
HEXAWARE,Hexaware Technologies,"Stocks to Watch Today: ITC, Sun Pharma, IndusInd Bank, Honasa Consumer, MTAR Tech, Metro Brands, Power Mech, Bharat Electronics in focus on 23 May Let's catch up on the latest news from the stock mark",2025-05-23,0.9987,Positive,0.103,0.022,0.875,1,True,"renewable, green energy",sensex,2026-09-03
HEXAWARE,Hexaware Technologies,"Stocks to Watch Today: Infosys, Dr Reddys Labs, Tata Consumer, Cigniti, Force Motors, Natco Pharma, IndusInd Bank, BEML, Tilaknagar Ind in focus on 24 July Let's catch up on the latest news from the s",2025-07-24,0.9991,Positive,0.121,0.013,0.865,1,True,labor,,2026-09-03
HEXAWARE,Hexaware Technologies,"Stocks to Watch Today: TCS, PB Fintech, Bharti Airtel, Rail Vikas Nigam, Kaynes Technology, Godrej Agrovet in focus on 12 March Let's catch up on the latest news from the stock market. From significan",2025-03-12,0.997,Positive,0.11,0.024,0.866,3,True,"renewable, green energy, violation",,2026-09-03
HEXAWARE,Hexaware Technologies,"Stocks to Watch Today: Reliance Industries, IDFC First Bank, Tata Tech, Tejas Networks, India Cements, IGL, Biocon, Zydus Life in focus on 28 April Let's catch up on the latest news from the stock mar",2025-04-28,0.9989,Positive,0.102,0.013,0.886,1,True,green energy,,2026-09-03
HEXAWARE,Hexaware Technologies,"Stocks to Watch Today: Zydus Lifesciences, Ashoka Buildcon, Nureca, Cyient, Ahluwalia Contracts, Transrail Lighting, Swiggy in focus on 15 April Let's catch up on the latest news from the stock market",2025-04-15,0.9974,Positive,0.079,0.013,0.909,1,True,renewable,,2026-09-03
HEXAWARE,Hexaware Technologies,"Stocks to Watch Today: Tata Technologies, CESC, Wipro, Landmark Cars, Aurobindo, CSB Bank, PNB Housing, Indegene, Hexaware in focus on 29 April Let's catch up on the latest news from the stock market.",2025-04-29,0.9963,Positive,0.092,0.02,0.888,3,True,"renewable, climate, green energy",,2026-09-03
HEXAWARE,Hexaware Technologies,"Stocks to Watch Today: Tata Steel, Mahindra Lifespace, Aurobindo, Rail Vikas Nigam, Piramal Pharma, Hexaware in focus on 19 February Let's catch up on the latest news from the stock market. From signi",2025-02-19,0.9939,Positive,0.107,0.034,0.859,2,True,"emission, emissions",,2026-09-03
HEXAWARE,Hexaware Technologies,"MSCI rebalancing could see Paytm, Nykaa find their way into the Standard index: Nuvama Investors will be closely tracking the MSCI index rebalancing announcement for the Standard and Smallcap indices,",2025-05-13,0.872,Positive,0.044,0.013,0.943,1,True,inclusion,,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Stocks to Watch Today: ITC, Sun Pharma, IndusInd Bank, Honasa Consumer, MTAR Tech, Metro Brands, Power Mech, Bharat Electronics in focus on 23 May Let's catch up on the latest news from the stock mark",2025-05-23,0.9987,Positive,0.103,0.022,0.875,1,True,"renewable, green energy",sensex,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Stocks to Watch Today: Wipro, Axis Bank, LTIMindtree, Indian Hotels, Lupin, Tracxn Tech, Capital SFB, Veranda Learning, IndoStar in focus on 18 July Let's catch up on the latest news from the stock ma",2025-07-18,0.9991,Positive,0.119,0.013,0.868,1,True,labor,,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Stocks to Watch Today: ITC, Hindustan Aeronautics, NCC, EIL, HBL Engineering, Power Mech Projects, Prestige Estates, Desco Infratech in focus on 1 April Let's catch up on the latest news from the stoc",2025-04-01,0.9998,Positive,0.128,0.013,0.859,4,True,"water, renewable, environment, penalty",,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Stocks to Watch Today: Tata Consumer Products, BPCL, Adani Green Energy, Panacea Biotec, Thyrocare, Bajaj Housing, LTIMindtree in focus on 24 April Let's catch up on the latest news from the stock mar",2025-04-24,0.9989,Positive,0.14,0.026,0.835,2,True,"renewable, green energy",,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Stocks to Watch Today: Tech Mahindra, Angel One, Ixigo, Maruti Suzuki, Godrej Properties, Hindustan Zinc, Zydus Life, Smartworks in focus on 17 July Let's catch up on the latest news from the stock ma",2025-07-17,0.9953,Positive,0.106,0.025,0.869,1,True,renewable,,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Stocks to Watch Today: HCL Tech, Ashoka Buildcon, PNC Infratech, Airtel, Bharat Forge, Cyient DLM, M&M Financial, RBL Bank in focus on 23 April Let's catch up on the latest news from the stock market.",2025-04-23,0.9978,Positive,0.113,0.022,0.865,2,True,"carbon, water",,2026-09-03
MINDTREE,Mindtree (legacy symbol),"Stocks to Watch Today: Cipla, Delta Corp, Kotak Bank, JM Financial, Berger Paints, Amara Raja Energy in focus on 21 February Let's catch up on the latest news from the stock market. From significant i",2025-02-21,0.9987,Positive,0.101,0.008,0.891,4,True,"carbon, water, green energy, labor",,2026-09-03
NEWGEN,Newgen Software Technologies,"Stocks to Watch Today: Wipro, Axis Bank, LTIMindtree, Indian Hotels, Lupin, Tracxn Tech, Capital SFB, Veranda Learning, IndoStar in focus on 18 July Let's catch up on the latest news from the stock ma",2025-07-18,0.9991,Positive,0.119,0.013,0.868,1,True,labor,,2026-09-03
NEWGEN,Newgen Software Technologies,"Stocks to Watch Today: NTPC Green, Diamond Power Infra, Newgen Software, Indosolar, Gland Pharma, Hindustan Aeronautics in focus on 5 June Let's catch up on the latest news from the stock market. From",2025-06-05,0.9958,Positive,0.085,0.013,0.902,7,True,"emission, emissions, renewable, climate, green energy, net zero, labor",,2026-09-03
NEWGEN,Newgen Software Technologies,"Stocks to Watch Today: ITC, Hindustan Aeronautics, NCC, EIL, HBL Engineering, Power Mech Projects, Prestige Estates, Desco Infratech in focus on 1 April Let's catch up on the latest news from the stoc",2025-04-01,0.9998,Positive,0.128,0.013,0.859,4,True,"water, renewable, environment, penalty",,2026-09-03
TANLA,Tanla Platforms,"Stocks to Watch Today: Tata Steel, Hindalco, Paytm, Kfin Technologies, Premier Explosives, Aether Industries, Sundaram Clayton in focus on 13 May Let's catch up on the latest news from the stock marke",2025-05-13,0.9972,Positive,0.105,0.029,0.865,2,True,"pollution, labor",,2026-09-03
TANLA,Tanla Platforms,"Stocks to Watch Today: Axis Bank, Tech Mahindra, L&T Tech, Macrotech Developers, Cyient, IEX, Container Corporation in focus on 25 April Let's catch up on the latest news from the stock market. From s",2025-04-25,0.9973,Positive,0.107,0.025,0.868,1,True,labor,,2026-09-03
TANLA,Tanla Platforms,"Stocks to Watch Today: Infosys, Dr Reddys Labs, Tata Consumer, Cigniti, Force Motors, Natco Pharma, IndusInd Bank, BEML, Tilaknagar Ind in focus on 24 July Let's catch up on the latest news from the s",2025-07-24,0.9991,Positive,0.121,0.013,0.865,1,True,labor,,2026-09-03
TANLA,Tanla Platforms,"Stocks to Watch Today: Bajaj Finance, IndusInd Bank, IndiaMART, Schaeffler India, Vishal Mega Mart, Prestige Estates, Strides Pharma in focus on 30 April Let's catch up on the latest news from the sto",2025-04-30,0.9989,Positive,0.118,0.024,0.858,2,True,"climate, labor",,2026-09-03
TANLA,Tanla Platforms,"Stocks to Watch Today: Sun Pharma, eClerx, IEX, Anant Raj, REC, Aether Industries, L&T, Enviro Infra, GR Infraprojects, Adani Enterprises in focus on 25 July Let's catch up on the latest news from the",2025-07-25,0.9975,Positive,0.094,0.015,0.891,3,True,"waste, water, labor",,2026-09-03
TANLA,Tanla Platforms,"Stocks to Watch Today: Vishal Mega Mart, Biocon, TCS, Mastek, HCL Tech, ICICI Bank, Tanla Platforms, Zee Entertainment, IndiaMART in focus on 17 June Let's catch up on the latest news from the stock m",2025-06-17,0.9985,Positive,0.129,0.017,0.854,2,True,"renewable, labor",,2026-09-03
TANLA,Tanla Platforms,"Stocks to Watch Today: Tata Consumer Products, BPCL, Adani Green Energy, Panacea Biotec, Thyrocare, Bajaj Housing, LTIMindtree in focus on 24 April Let's catch up on the latest news from the stock mar",2025-04-24,0.9989,Positive,0.14,0.026,0.835,2,True,"renewable, green energy",,2026-09-03
TANLA,Tanla Platforms,"Stocks to Watch Today: Cipla, Delta Corp, Kotak Bank, JM Financial, Berger Paints, Amara Raja Energy in focus on 21 February Let's catch up on the latest news from the stock market. From significant i",2025-02-21,0.9987,Positive,0.101,0.008,0.891,4,True,"carbon, water, green energy, labor",,2026-09-03
TANLA,Tanla Platforms,"Stocks to Watch Today: Paytm, Lodha Developers, Oberoi Realty, Kirloskar Ferrous, KEI Industries, JSW Infra, Alpex Solar, Monika Alcobev in focus on 23 July Let's catch up on the latest news from the ",2025-07-23,0.9932,Positive,0.088,0.035,0.876,3,True,"water, labor, penalty",,2026-09-03
INTELLECT,Intellect Design Arena,Indian drugmakers gearing up to target global weight-loss market as semaglutide patents begin to expire in 2026 Indian pharmaceutical companies are preparing to flood the market with generic versions ,2025-06-17,0.9822,Positive,0.087,0.034,0.88,1,True,labor,,2026-09-03
INTELLECT,Intellect Design Arena,"Stocks to Watch Today: Wipro, Axis Bank, LTIMindtree, Indian Hotels, Lupin, Tracxn Tech, Capital SFB, Veranda Learning, IndoStar in focus on 18 July Let's catch up on the latest news from the stock ma",2025-07-18,0.9991,Positive,0.119,0.013,0.868,1,True,labor,,2026-09-03
INTELLECT,Intellect Design Arena,"IPO-bound Anthem Bio says cost arbitrage drove expansion, proposing China alternative for global pharma IPO-bound Anthem Biosciences, a Bengaluru-based contract research development and manufacturing ",2025-07-10,0.9853,Positive,0.078,0.03,0.892,1,True,labor,,2026-09-03
INTELLECT,Intellect Design Arena,"Stocks to Watch Today: Tata Steel, Yes Bank, Godrej Properties, AstraZeneca Pharma, IndusInd Bank, Nykaa, Bajaj Housing Finance in focus on 7 April Let's catch up on the latest news from the stock mar",2025-04-07,0.9975,Positive,0.116,0.028,0.856,1,True,green energy,,2026-09-03
ROUTE,Route Mobile,"Stocks to Watch Today: Infosys, ICICI Bank, HDFC Bank, HDFC Life, NIIT, ABB India, Tata Elxsi, Just Dial, TCS in focus on 21 April Let's catch up on the latest news from the stock market. From signifi",2025-04-21,0.9985,Positive,0.115,0.018,0.868,1,True,labor,,2026-09-03
ROUTE,Route Mobile,"Stocks to Watch Today: Divis Labs, Premier Energies, Delhivery, Dr Reddys, Bharat Electronics, KEC International, Sun Pharma, PNC Infratech in focus on 19 May Let's catch up on the latest news from th",2025-05-19,0.9993,Positive,0.122,0.018,0.859,1,True,labor,,2026-09-03
ROUTE,Route Mobile,"Stocks to Watch Today: TCS, Zydus Lifesciences, RPP Infra Projects, LIC Housing, Galaxy Surfactants, Route Mobile in focus on 6 March Let's catch up on the latest news from the stock market. From sign",2025-03-06,0.9983,Positive,0.128,0.011,0.861,3,True,"water, green energy, labor",,2026-09-03
ROUTE,Route Mobile,Merchant bankers tasked to bring foreign capital into PSU banks during upcoming QIPs Merchant bankers appointed to manage the upcoming qualified institutional placements (QIP) of five nationalised ban,2025-07-30,0.9968,Positive,0.111,0.011,0.879,1,True,governance,,2026-09-03
ROUTE,Route Mobile,"Stocks to Watch Today: Wipro, Axis Bank, LTIMindtree, Indian Hotels, Lupin, Tracxn Tech, Capital SFB, Veranda Learning, IndoStar in focus on 18 July Let's catch up on the latest news from the stock ma",2025-07-18,0.9991,Positive,0.119,0.013,0.868,1,True,labor,,2026-09-03
ROUTE,Route Mobile,"Goldman Sachs bucks the industry trend with booming India P-note business While the broader market for India's participatory notes (P-notes) continues its steady decline, US investment banking giant G",2025-07-16,0.9968,Positive,0.113,0.007,0.879,1,True,environment,,2026-09-03
ROUTE,Route Mobile,"Stocks to Watch Today: Senco Gold, Phoenix Mills, Home First Finance, Concord Biotech, Sasken Tech, BPCL, IRB Infrastructure in focus on 9 April Let's catch up on the latest news from the stock market",2025-04-09,0.9974,Positive,0.111,0.028,0.861,2,True,"renewable, green energy",,2026-09-03
ROUTE,Route Mobile,"Stocks to Watch Today: HCL Tech, Sanofi India, KSB, PB Fintech, Transrail Lighting, Tata Power, Granules India, Kernex in focus on 28 February Let's catch up on the latest news from the stock market. ",2025-02-28,0.9993,Positive,0.139,0.011,0.85,4,True,"renewable, green energy, labor, penalty",,2026-09-03
ROUTE,Route Mobile,"India-UK FTA set to boost pharma and medtech trade The landmark India-UK Free Trade Agreement signed Thursday is poised to boost bilateral trade dynamics, particularly in the pharmaceutical and medica",2025-07-24,0.9977,Positive,0.151,0.006,0.843,1,True,labor,,2026-09-03
ROUTE,Route Mobile,"India Inc courts distant shores as foreign currency borrowing swells to over six-year high in March India saw a sharp surge in external commercial borrowings (ECBs) during March, with private sector c",2025-05-15,0.9762,Positive,0.107,0.012,0.882,1,True,diversity,,2026-09-03
ROUTE,Route Mobile,"Stocks to Watch Today: Vishal Mega Mart, Biocon, TCS, Mastek, HCL Tech, ICICI Bank, Tanla Platforms, Zee Entertainment, IndiaMART in focus on 17 June Let's catch up on the latest news from the stock m",2025-06-17,0.9985,Positive,0.129,0.017,0.854,2,True,"renewable, labor",,2026-09-03
ROUTE,Route Mobile,"Tata Steel is largely expected to be immune from US tariff threats to its Indian operations Metals major Tata Steel's managing director and CEO, T.V Narendran, and executive director and chief financi",2025-08-01,0.9932,Positive,0.072,0.05,0.878,2,True,"water, penalty",,2026-09-03
